Latitude (deg),Longitude (deg),Altitude (deg),Time (s)
29.1811064915262,-81.0681161331747,-0.000187077559530735,150
29.1811791218942,-81.0680551433054,-0.00017827283591032,151
29.1812517522335,-81.0679941533501,-0.000153747387230396,152
29.1813243825443,-81.067933163309,-0.000113505870103836,153
29.1813966188549,-81.0678715711861,-0.000138510018587112,154
29.1814686340437,-81.0678096411566,-0.00019322894513607,155
29.181540649203,-81.0677477110405,-0.000232230871915817,156
29.181612664333,-81.0676857808379,-0.000255514867603779,157
29.1816846778895,-81.0676238482258,-0.000263080932199955,158
29.1817566912755,-81.067561915306,-0.00025492999702692,159
29.1818287046322,-81.0674999822997,-0.000231059268116951,160
29.1819007489628,-81.0674380963424,-0.000196016393601894,161
29.1819731145604,-81.0673766987005,-0.000192337669432163,162
29.1820454801291,-81.0673153009723,-0.000172942876815796,163
29.1821178456689,-81.067253903158,-0.000137829221785069,164
29.1821903604159,-81.0671927378387,-0.000109287910163403,165
29.1822636472843,-81.0671327757755,-0.000180345959961414,166
29.182336934125,-81.067072813627,-0.000235686078667641,167
29.182410220938,-81.0670128513933,-0.000275306403636932,168
29.1824835077358,-81.0669528890947,-0.000299211591482162,169
29.182556794587,-81.0668929268388,-0.000307400710880756,170
29.1826300814106,-81.0668329644978,-0.000299871899187565,171
29.1827033682065,-81.0667730020715,-0.000276624225080013,172
29.1827766532184,-81.0667130367832,-0.000238107517361641,173
29.1828497520564,-81.066652777089,-0.000231525860726833,174
29.1829228508664,-81.0665925173093,-0.00020922813564539,175
29.1829959496485,-81.0665322574443,-0.000171208754181862,176
29.1830690484027,-81.0664719974937,-0.000117471441626549,177
29.1831416282471,-81.0664109307213,-0.000179378315806389,178
29.1832140643891,-81.0663496404765,-0.0002619419246912,179
29.1832865005022,-81.0662883501455,-0.000328787602484226,180
29.1833589365865,-81.0662270597285,-0.000379913486540318,181
29.1834313725585,-81.0661657691015,-0.000415323302149773,182
29.1835038084064,-81.066104478238,-0.000435015186667442,183
29.1835762442255,-81.0660431872883,-0.000438989140093327,184
29.1836486800157,-81.0659818962526,-0.000427243299782276,185
29.1837211157473,-81.0659206050769,-0.000399782322347164,186
29.1837935503947,-81.0658593122036,-0.000356590375304222,187
29.1838659850133,-81.0657980192441,-0.000297681428492069,188
29.183938419603,-81.0657367261986,-0.000223055481910706,189
29.1840108541639,-81.0656754330669,-0.000132710672914982,190
29.1840833684994,-81.0656142626967,-0.00011476781219244,191
29.1841559612513,-81.0655532129913,-0.000167724676430225,192
29.1842285539746,-81.0654921631999,-0.0002049645408988,193
29.1843011466693,-81.0654311133226,-0.000226483680307865,194
29.1843737393354,-81.0653700633593,-0.00023228581994772,195
29.1844463587735,-81.0653090547133,-0.000251338817179203,196
29.1845189819024,-81.0652480517318,-0.000258696265518665,197
29.1845916050026,-81.0651870486645,-0.000250334851443768,198
29.1846642280743,-81.0651260455112,-0.000226256437599659,199
29.1847368804633,-81.0650650878081,-0.000198366120457649,200
29.1848096968424,-81.0650043845474,-0.000221318565309048,201
29.1848825131933,-81.0649436812009,-0.000228553079068661,202
29.1849553295158,-81.0648829777687,-0.000220067799091339,203
29.18502814581,-81.0648222742508,-0.000195864588022232,204
29.1851010522093,-81.0647617118162,-0.000193007290363312,205
29.1851741453455,-81.0647014418231,-0.000251230783760548,206
29.1852472384539,-81.0646411717446,-0.000293734483420849,207
29.1853203315343,-81.0645809015806,-0.000320520251989365,208
29.1853934245868,-81.0645206313311,-0.000331588089466095,209
29.1854665176816,-81.0644603611011,-0.000326935201883316,210
29.1855396108483,-81.0644000909485,-0.000306563451886177,211
29.185612703987,-81.0643398207105,-0.000270470976829529,212
29.1856857970978,-81.064279550387,-0.00021866150200367,213
29.1857588901807,-81.064219279978,-0.000151132233440876,214
29.1858320406134,-81.0641591001182,-0.000121056102216244,215
29.1859052874634,-81.0640990725371,-0.00016463827341795,216
29.1859785342858,-81.0640390448706,-0.00019250251352787,217
29.1860517810804,-81.0639790171189,-0.000204647891223431,218
29.1861250278474,-81.0639189892818,-0.000201073475182056,219
29.1861982863969,-81.0638589800871,-0.000192822888493538,220
29.1862715740173,-81.0637990169564,-0.000196054577827454,221
29.18634486161,-81.0637390537403,-0.000183567404747009,222
29.186418149175,-81.0636790904391,-0.000155361369252205,223
29.1864914367124,-81.0636191270526,-0.000111437402665615,224
29.1865652716286,-81.0635600755,-8.00462439656258E-05,225
29.1866408761669,-81.0635039719119,-0.000124271959066391,226
29.1867164806807,-81.0634478682414,-0.000152776949107647,227
29.1867920851702,-81.0633917644887,-0.000165557488799095,228
29.1868676896354,-81.0633356606537,-0.000162617303431034,229
29.1869436376328,-81.0632801778623,-0.000151856802403927,230
29.1870206642242,-81.0632266450141,-0.000150179490447044,231
29.1870976907932,-81.0631731120858,-0.00013277679681778,232
29.18717471734,-81.0631195790775,-9.96505841612816E-05,233
29.1872517438645,-81.0630660459892,-5.07989898324013E-05,234
29.1873301151121,-81.0630152990313,-2.72626057267189E-05,235
29.1874110355611,-81.0629698338013,-6.57979398965836E-05,236
29.1874919559937,-81.0629243684999,-8.86041671037674E-05,237
29.1875728764099,-81.0628789031272,-9.56784933805466E-05,238
29.1876537968097,-81.0628334376831,-8.70209187269211E-05,239
29.1877373727245,-81.0627953940216,-9.98480245471001E-05,240
29.1878231190641,-81.0627634163682,-0.000127354636788368,241
29.1879088653949,-81.0627314386617,-0.000139122828841209,242
29.187994611717,-81.062699460902,-0.000135151669383049,243
29.1880803580304,-81.062667483089,-0.000115443952381611,244
29.1881684013049,-81.0626454205822,-0.000122011639177799,245
29.1882568249439,-81.0626249999842,-0.000119796022772789,246
29.1883455138545,-81.0626068414558,-0.000111916102468967,247
29.1884355398846,-81.0626000849356,-0.000139088369905949,248
29.1885255659131,-81.0625933284035,-0.000150515697896481,249
29.1886155919401,-81.0625865718596,-0.000146198086440563,250
29.1887056179655,-81.0625798153039,-0.000126130878925323,251
29.1887954921932,-81.0625830801169,-0.000131793320178986,252
29.1888852599487,-81.0625933735892,-0.00015079602599144,253
29.1889750277022,-81.0626036670794,-0.000154053792357445,254
29.1890647954538,-81.0626139605875,-0.000141565687954426,255
29.1891545632033,-81.0626242541136,-0.000113330781459808,256
29.189242304377,-81.06264785113,-0.000144128687679768,257
29.1893298641005,-81.0626726393023,-0.000165880657732487,258
29.1894174238184,-81.0626974275167,-0.00017189234495163,259
29.1895049835305,-81.0627222157731,-0.000162160024046898,260
29.1895919923689,-81.0627489589741,-0.00014573335647583,261
29.1896758455442,-81.0627869009071,-0.000165408477187157,262
29.1897596987077,-81.0628248429019,-0.000169344246387482,263
29.1898435518595,-81.0628627849583,-0.000157546252012253,264
29.1899274049994,-81.0629007270765,-0.000130010768771172,265
29.1900088955733,-81.062943970824,-0.000113211572170258,266
29.1900852469271,-81.0629987470313,-0.000138266943395138,267
29.1901615982576,-81.0630535233197,-0.00014759786427021,268
29.1902379495647,-81.0631082996893,-0.000141204334795475,269
29.1903143008486,-81.06316307614,-0.000119087286293507,270
29.1903859595918,-81.063225047813,-0.000112042762339115,271
29.1904539984764,-81.0632925699363,-0.000113041140139103,272
29.1905220373262,-81.0633600921487,-9.8327174782753E-05,273
29.1905900761412,-81.0634276144502,-6.79017975926399E-05,274
29.1906581149215,-81.0634951368409,-2.17640772461891E-05,275
29.1907159286248,-81.0635737606877,-4.05646860599518E-05,276
29.1907718140288,-81.063654478129,-5.88791444897652E-05,277
29.1908276993837,-81.0637351956578,-6.14924356341362E-05,278
29.1908835846895,-81.0638159132742,-4.84110787510872E-05,279
29.1909372836732,-81.0638983362629,-3.44226136803627E-05,280
29.1909830796191,-81.0639869236395,-5.8208592236042E-05,281
29.191028875506,-81.0640755110949,-6.63083046674728E-05,282
29.1910701934423,-81.0641667161328,-8.88900831341743E-05,283
29.1911066087808,-81.064260786976,-0.000128822401165962,284
29.1911430240529,-81.0643548578856,-0.000153074041008949,285
29.1911794392588,-81.0644489288617,-0.00016164593398571,286
29.1912158543983,-81.0645429999043,-0.000154539942741394,287
29.1912444589689,-81.0646404217959,-0.000187696889042854,288
29.1912715178859,-81.0647385068036,-0.000216246582567692,289
29.1912985767309,-81.0648365918629,-0.000229127705097198,290
29.1913256355039,-81.0649346769737,-0.000226332806050777,291
29.1913512341816,-81.0650332224231,-0.000211181119084358,292
29.1913722559716,-81.065133210801,-0.000190746039152145,293
29.1913932776869,-81.0652331992196,-0.000154641456902027,294
29.1914142993275,-81.0653331876791,-0.000102866441011429,295
29.1914353208933,-81.0654331761794,-3.54209914803505E-05,296
29.1914414976959,-81.0655352984929,-3.26335430145264E-05,297
29.1914429204514,-81.0656381041431,-3.99034470319748E-05,298
29.1914443431279,-81.0657409097961,-3.15075740218163E-05,299
29.1914390663137,-81.0658432454834,-4.47910279035568E-05,300
29.1914265905154,-81.065945076145,-8.25347378849983E-05,301
29.1914141146397,-81.066046906782,-0.000104608945548534,302
29.1914016386865,-81.0661487373944,-0.000111016444861889,303
29.1913885976851,-81.0662504450736,-0.000104078091681004,304
29.1913672814667,-81.0663503524769,-0.000115456059575081,305
29.1913459651737,-81.066450259839,-0.000111161731183529,306
29.191324648806,-81.0665501671598,-9.11988317966461E-05,307
29.1913033323637,-81.0666500744392,-5.55627048015594E-05,308
29.1912746685281,-81.0667472468287,-5.19454479217529E-05,309
29.1912401285912,-81.0668422319667,-7.07888975739479E-05,310
29.1912055885867,-81.0669372170411,-7.39535316824913E-05,311
29.1911710485147,-81.0670322020518,-6.14402815699577E-05,312
29.1911365083751,-81.0671271869989,-3.32491472363472E-05,313
29.19109287749,-81.0672171408905,-0.000163164921104908,314
29.1910487325615,-81.0673068102589,-0.000287218019366264,315
29.1910045875727,-81.0673964795505,-0.000395587645471096,316
29.1909604425235,-81.0674861487653,-0.000488271005451679,317
29.1909160217728,-81.0675756385499,-0.000565230846405029,318
29.1908706989563,-81.0676645413231,-0.000626384280622005,319
29.1908253760805,-81.0677534440181,-0.000671852380037308,320
29.1907800531453,-81.0678423466349,-0.000701631419360638,321
29.1907347301508,-81.0679312491735,-0.000715726055204868,322
29.1906894067465,-81.0680201514014,-0.000714132562279701,323
29.1906440828004,-81.0681090532322,-0.000696852803230286,324
29.190598758795,-81.0681979549849,-0.000663886778056622,325
29.1905534347302,-81.0682868566594,-0.000615233555436134,326
29.1905081106061,-81.0683757582557,-0.000550894066691399,327
29.1904627015724,-81.0684646034546,-0.000481626950204372,328
29.1904172102941,-81.0685533940231,-0.00040709413588047,329
29.1903717189566,-81.0686421845133,-0.000316874124109745,330
29.1903262275599,-81.068730974925,-0.000210967846214771,331
29.190280736104,-81.0688197652584,-8.9375302195549E-05,332
29.1902345679687,-81.0689080961213,-3.79374250769615E-05,333
29.1901877093067,-81.0689959581183,-5.84088265895844E-05,334
29.1901408505868,-81.0690838200354,-6.31948933005333E-05,335
29.1900939918088,-81.0691716818727,-5.22909685969353E-05,336
29.1900471329729,-81.0692595436301,-2.57007777690887E-05,337
29.1900001494157,-81.0693473185449,-4.45293262600899E-05,338
29.1899529640408,-81.0694349529675,-0.00014656875282526,339
29.1899057786083,-81.0695225873099,-0.000232920050621033,340
29.1898585931181,-81.0696102215721,-0.000303584150969982,341
29.1898114075701,-81.0696978557541,-0.000358558259904385,342
29.1897642218402,-81.0697854897673,-0.000398022122681141,343
29.189717035479,-81.0698731233009,-0.000422612763941288,344
29.1896698490601,-81.0699607567542,-0.000431514345109463,345
29.1896226625835,-81.0700483901272,-0.000424729660153389,346
29.1895754760493,-81.0701360234201,-0.000402254983782768,347
29.1895282894573,-81.0702236566327,-0.000364093109965324,348
29.1894802002328,-81.0703106492586,-0.000350033864378929,349
29.1894320070925,-81.0703975680985,-0.000324863940477371,350
29.1893838138955,-81.0704844868572,-0.000284005887806416,351
29.1893356206416,-81.0705714055347,-0.000227457843720913,352
29.189287427331,-81.0706583241308,-0.000155220739543438,353
29.1892368618105,-81.0707434209921,-0.000174347311258316,354
29.1891842639346,-81.0708269571085,-0.000269494950771332,355
29.1891316660062,-81.0709104931396,-0.000348948873579502,356
29.1890790680253,-81.0709940290855,-0.000412710011005402,357
29.1890264699919,-81.0710775649462,-0.00046077836304903,358
29.1889738721516,-81.0711611009165,-0.000493152998387814,359
29.1889212756162,-81.0712446379175,-0.000509833917021751,360
29.1888686790282,-81.0713281748334,-0.000510822050273418,361
29.1888160823877,-81.071411711664,-0.00049611646682024,362
29.1887634856947,-81.0714952484093,-0.000465718097984791,363
29.1887108889492,-81.0715787850694,-0.000419626012444496,364
29.1886534373087,-81.0716579637569,-0.000395958311855793,365
29.1885944928936,-81.0717358024223,-0.000368310138583183,366
29.1885355484328,-81.0718136409988,-0.00032496266067028,367
29.1884766039262,-81.0718914794863,-0.000265912152826786,368
29.1884176593739,-81.0719693178847,-0.000191163271665573,369
29.1883549232135,-81.0720427998597,-0.000185787677764893,370
29.1882861397116,-81.0721093336552,-0.0003003915771842,371
29.1882173561759,-81.0721758673619,-0.000399284064769745,372
29.1881485726064,-81.0722424009799,-0.000482461415231228,373
29.1880797890031,-81.0723089345091,-0.000549927353858948,374
29.1880110053661,-81.0723754679495,-0.00060168094933033,375
29.1879401834682,-81.0724391606877,-0.000636948272585869,376
29.1878693025297,-81.0725027710977,-0.000656477175652981,377
29.1877984215603,-81.0725663814202,-0.000660289078950882,378
29.1877275405599,-81.0726299916553,-0.000648385845124722,379
29.1876566595285,-81.0726936018029,-0.0006207674741745,380
29.1875857788087,-81.0727572123556,-0.000577431172132492,381
29.1875148984628,-81.0728208234098,-0.000518380664288998,382
29.1874440180858,-81.0728844343765,-0.000443612225353718,383
29.187373137678,-81.0729480452558,-0.000353127717971802,384
29.1873022572391,-81.0730116560476,-0.000246928073465824,385
29.1872313767693,-81.0730752667519,-0.00012501236051321,386
29.1871505490145,-81.0731199276111,-0.000186101533472538,387
29.1870678452165,-81.0731610145266,-0.000268933363258839,388
29.186985141405,-81.0732021013761,-0.000336033292114735,389
29.1869024375798,-81.0732431881598,-0.000387399457395077,390
29.1868197337409,-81.0732842748775,-0.000423031859099865,391
29.1867370298885,-81.0733253615293,-0.000442929565906525,392
29.1866543260224,-81.0733664481151,-0.00044709350913763,393
29.1865716221426,-81.0734075346351,-0.000435525551438332,394
29.1864889182493,-81.0734486210891,-0.000408221036195755,395
29.1864062143423,-81.0734897074773,-0.000365185551345348,396
29.1863235104217,-81.0735307937995,-0.000306416302919388,397
29.1862408064874,-81.0735718800558,-0.000231912359595299,398
29.1861581025396,-81.0736129662462,-0.000141674652695656,399
29.1860753985781,-81.0736540523706,-3.57050448656082E-05,400
29.1859896028481,-81.0736850513964,-6.8172812461853E-05,401
29.1859024367981,-81.0737115796559,-0.000153235159814358,402
29.1858152707416,-81.0737381078707,-0.000222554430365562,403
29.1857281046788,-81.0737646360405,-0.000276133418083191,404
29.1856409386976,-81.0737911645216,-0.000313969328999519,405
29.1855537729636,-81.0738176940597,-0.000336064957082272,406
29.1854666072233,-81.0738442235528,-0.000342419371008873,407
29.1853794414765,-81.0738707530011,-0.000333032570779324,408
29.1852922757234,-81.0738972824045,-0.000307905487716198,409
29.1852050730627,-81.0739236535999,-0.0002769585698843,410
29.1851178543871,-81.0739499561258,-0.000234575010836124,411
29.1850306357053,-81.0739762586072,-0.000176450237631798,412
29.1849434170171,-81.0740025610442,-0.000102585181593895,413
29.1848561745101,-81.0740287563017,-1.97207555174828E-05,414
29.1847684860346,-81.0740529454072,-4.73745167255402E-05,415
29.1846807975536,-81.0740771344716,-5.92861324548721E-05,416
29.1845931090671,-81.0741013234948,-5.54574653506279E-05,417
29.184505420575,-81.0741255124769,-3.5884790122509E-05,418
29.1844178032389,-81.074150030762,-3.01096588373184E-05,419
29.1843302832956,-81.0741749998177,-4.90257516503334E-05,420
29.1842427633465,-81.074199968831,-5.21978363394737E-05,421
29.1841552433916,-81.074224937802,-3.96296381950378E-05,422
29.1840677234309,-81.0742499067305,-1.13192945718765E-05,423
29.1839805310216,-81.0742763155234,-4.58834692835808E-05,424
29.1838933883762,-81.0743029430415,-7.66497105360031E-05,425
29.1838062457244,-81.0743295705146,-9.16756689548492E-05,426
29.1837191030661,-81.0743561979426,-9.09604132175446E-05,427
29.1836319679279,-81.0743828572475,-9.17185097932816E-05,428
29.1835448448119,-81.0744095675513,-0.000104260630905628,429
29.1834577216895,-81.07443627781,-0.000101061537861824,430
29.1833705985606,-81.0744629880236,-8.2121230661869E-05,431
29.1832834747433,-81.0744896951895,-4.75738197565079E-05,432
29.1831958764978,-81.0745143048949,-9.08598303794861E-05,433
29.1831082782467,-81.0745389145585,-0.000118404626846313,434
29.1830206799899,-81.0745635241803,-0.000130207277834415,435
29.1829330817274,-81.0745881337603,-0.000126267783343792,436
29.1828448494352,-81.0746095015213,-0.000172756612300873,437
29.1827563707915,-81.0746296096829,-0.000229211524128914,438
29.1826678921436,-81.07464971781,-0.000269921496510506,439
29.1825794134914,-81.0746698259026,-0.000294889323413372,440
29.1824909154631,-81.0746898226864,-0.000304099172353745,441
29.182402400717,-81.0747097234169,-0.000297554768621922,442
29.1823138859668,-81.0747296241132,-0.000275265425443649,443
29.1822253712125,-81.0747495247753,-0.000237233936786652,444
29.1821364291978,-81.0747664562466,-0.000205725431442261,445
29.1820469723645,-81.0747798099868,-0.000185302458703518,446
29.1819575155286,-81.0747931637038,-0.000149132683873177,447
29.1818680586902,-81.0748065173977,-9.72198322415352E-05,448
29.1817782673179,-81.0748152787297,-8.13966616988182E-05,449
29.1816881026417,-81.0748189154053,-0.000107670202851295,450
29.1815979379642,-81.0748225520746,-0.000118196941912174,451
29.1815077732854,-81.0748261887374,-0.000112978741526604,452
29.1814176216255,-81.0748251500676,-0.000109228305518627,453
29.1813274790082,-81.0748208615873,-0.000101695768535137,454
29.1812373363896,-81.0748165731145,-7.84173607826233E-05,455
29.1811471937696,-81.0748122846492,-3.93921509385109E-05,456
29.1810578043411,-81.0747990540031,-3.8759782910347E-05,457
29.1809685915397,-81.074783726334,-3.50791960954666E-05,458
29.1808800405091,-81.0747650156885,-3.40184196829796E-05,459
29.1807935608174,-81.0747357163517,-7.47032463550568E-05,460
29.1807070811182,-81.074706417064,-9.96487215161324E-05,461
29.1806206014115,-81.0746771178255,-0.000108853913843632,462
29.1805359589199,-81.0746418560111,-0.000114323571324348,463
29.180452387085,-81.074603119432,-0.000111056491732597,464
29.1803688152378,-81.0745643829157,-9.20537859201431E-05,465
29.1802856551532,-81.0745246284961,-6.69686123728752E-05,466
29.1802055257401,-81.0744773819156,-9.72030684351921E-05,467
29.1801253963093,-81.0744301354085,-0.000111708417534828,468
29.180045266861,-81.0743828889748,-0.000110483728349209,469
29.1799681376834,-81.0743297326958,-0.000125950202345848,470
29.1798922488144,-81.0742741333259,-0.000139095820486546,471
29.1798163599215,-81.0742185340378,-0.00013651791960001,472
29.1797419360494,-81.074160533556,-0.000121448189020157,473
